,Unnamed: 0,id,local_name,unique_name,latitude,longitude,population,country,city
0,0,5159,"Padua, Veneto, Italia",padua,45.4064349,11.8767611,209678.0,Italia,Padova
1,1,76,"Barcelona, Cataluña, España",barcelona,41.3850639,2.1734035,1611822.0,España,Barcelona
2,2,81,"Basel, Basel-Stadt, Schweiz",basel,47.5934368,7.6198121,,Deutschland,
3,3,259,"Erlangen, Bayern, Deutschland",erlangen,49.5896744,11.0119611,105412.0,Deutschland,Erlangen
4,4,11979,"Balș, Olt, România",balș,44.3533537,24.0956725,,România,
5,5,10314,"Град Пожаревац, Централна Србија, Србија",град-пожаревац,44.61909535,21.176521769748106,,Србија,
6,6,11155,"Bussy-Lettrée, Grand-Est, France",bussy-lettree,48.8046,4.2595,,France,
7,7,11788,"Chamonix, Valle d'Aosta, Italia",chamonix-italia,45.817156,6.952375,,Italia,
8,8,11984,"Borger, Texas, United States of America",borger,35.66782029999999,-101.3973876,,United States,
9,9,11825,"okres Zvolen, Banskobystrický kraj, Slovensko",okres-zvolen,48.5761806,19.1371155,,Slovensko,okres Zvolen
10,10,11878,"Castellón de la Plana, Comunitat Valenciana, España",castellon-de-la-plana,40.004,-0.0634,,España,Castelló de la Plana
11,11,11992,"Castello-Molina di Fiemme, Trentino-Alto Adige, Italia",castello-molina-di-fiemme,46.2818451,11.4371429,,Italia,
12,12,11998,"Craiova, Dolj, România",craiova,44.3301785,23.7948808,,România,Craiova
13,13,12002,"Filiași, Dolj, România",filiași,44.554523,23.520008800000006,,România,
14,14,12005,"Gare de Lamarche, Grand-Est, France",gare-de-lamarche,48.08998,5.76017,,France,
15,15,834,"Tignes Val Claret, Auvergne-Rhône-Alpes, France",tignes-val-claret,45.457331,6.901682000000001,,France,
16,16,10339,"Briançon - Serre-Chevalier, Provence-Alpes-Côte d'Azur, France",briancon---serre-chevalier,44.897001,6.634322999999998,,France,
17,17,10712,"Aix-la-Chapelle, Nordrhein-Westfalen, Deutschland",aix-la-chapelle,50.785661,6.1368589999999985,,Deutschland,Aachen
18,18,5409,"Aarschot, Vlaanderen, Belgique",aarschot,50.986000000000004,4.8365,,België / Belgique / Belgien,
19,19,5439,"Aime - La Plagne, Auvergne-Rhône-Alpes, France",aime---la-plagne,45.5545,6.6488,,France,Aime-la-Plagne
20,20,5423,"Agropoli Castellabate, CAM, Italia",agropoli-castellabate,40.3514,15.0019,,Italia,
21,21,5445,"Aix En Provence Gare Routiere, Provence-Alpes-Côte d'Azur, France",aix-en-provence-gare-routiere,43.5249,5.4541,,France,Aix-en-Provence
22,22,12014,"Huelva, Andalucía, España",huelva,37.2531,-6.9508,,España,Huelva
23,23,12015,"Hunedoara, Hunedoara, România",hunedoara,45.7678128,22.9072331,,România,Hunedoara
24,24,12016,"Hymont, Grand-Est, France",hymont,48.2657,6.1419,,France,
25,25,12017,"Ile de Ré Nouvelle-Aquitaine, France",ile-de-re-nouvelle-aquitaine,46.22894,-1.5413,,France,
26,26,12018,"Ile d'Oléron, Nouvelle-Aquitaine, France",ile-doleron,45.94304,-1.30741,,France,
27,27,5444,"Aix-en-Provence Centre, Provence-Alpes-Côte d'Azur, France",aix-en-provence-centre,43.5229,5.4453,,France,Aix-en-Provence
28,28,9378,"Ahun, Nouvelle-Aquitaine, France",ahun,46.086459999999995,2.04508,,France,
29,29,12023,"Jessains, Grand-Est, France",jessains,48.29707,4.57794,,France,
30,30,12029,"Knutange, Grand-Est, France",knutange,49.34051,6.03829,,France,
31,31,12033,"Labroquère, Occitanie, France",labroquere,43.0387,0.5928,,France,
32,32,12035,"Laguian - Mazous, Occitanie, France",laguian---mazous,43.41,0.257,,France,
33,33,11989,"Caracal, Olt, România",caracal,44.1157446,24.3424754,,România,
34,34,11959,"Svilagnac, Svalignac, Serbia",svilagnac,44.2333,21.1947,,Србија,Општина Свилајнац
35,35,12038,"Lanobre, Auvergne-Rhône-Alpes, France",lanobre,45.4365,2.5346900000000003,,France,
36,36,12039,"Largentière, Auvergne-Rhône-Alpes, France",largentiere,44.54247,4.29242,,France,
37,37,12040,"Larnagol, Occitanie, France",larnagol,44.47588,1.7777900000000002,,France,
38,38,12041,"Latisana, Friuli-Venezia Giulia, Italia",latisana,45.7778,13.0011,,Italia,
39,39,709,"Roma, Lazio, Italia",roma,41.90278350000001,12.4963655,2874529.0,Italia,Roma
40,40,880,"Venezia, Veneto, Italia",venezia,45.4408474,12.3155151,264534.0,Italia,Mestre
41,41,1088,"Genève, Genève, Schweiz",geneve,46.2085189819336,6.14694690704346,,Schweiz/Suisse/Svizzera/Svizra,Genève
42,42,673,"Praha, Praha, Česko",praha,50.0755381,14.4378005,1243201.0,Česko,Hlavní město Praha
43,43,12151,"Pont Pfimlin, Baden-Württemberg, Deutschland",pont-pfimlin,48.491393,7.769951,,France,
44,44,12154,"Saint-Aybert, Hauts-de-France, France",saint-aybert,50.438773,3.668625,,France,
45,45,12155,"Sainte Aybert, Wallonie, Belgique",sainte-aybert,50.439398,3.668515,,België / Belgique / Belgien,
46,46,12156,"Saint Julien en Genevois, Genève, Schweiz",saint-julien-en-genevois-schweiz,46.151967,6.090518,,Schweiz/Suisse/Svizzera/Svizra,Perly-Certoux
47,47,12162,"Tunnel de la Giraude, Liguria, Italia",tunnel-de-la-giraude,43.788917,7.531606,,Italia,
48,48,12163,"Tunnel routier du Fréjus, Piemonte, Italia",tunnel-routier-du-frejus,45.193623,6.674258999999998,,France,
49,49,10711,", , ",-,1.370676,48.731938,,NO COUNTRY,NO CITY
50,50,11718,"Преветица, Централна Србија, Србија",преветица,42.9818,21.261,,Србија,Општина Куршумлија
51,51,11719,"Пријепоље, Централна Србија, Србија",пријепоље,43.3879,19.6472,,Србија,Општина Пријепоље
52,52,11721,"Ресавица, Централна Србија, Србија",ресавица,44.0408,21.5816,,Србија,Општина Деспотовац
53,53,11723,"Русе, Русе, България",русе,43.848,25.9542,,Бългaрия,Русе
54,54,11725,"Свилајнац, Централна Србија, Србија",свилајнац,44.2333,21.1947,,Србија,Општина Свилајнац
55,55,11726,"Седларе, Централна Србија, Србија",седларе,44.1985,21.2939,,Србија,Општина Свилајнац
56,56,11732,"Стара Загора, Стара Загора, България",стара-загора,42.4247,25.6257,,Бългaрия,Стара Загора
57,57,11733,"Стрий, Львівська область, Україна",стрий,49.2559,23.8531,,Україна,
58,58,11734,"Струга, Југозападен Регион, Македонија",струга,41.1772,20.6832,,Северна Македонија,
59,59,11735,"Суботица, Војводина, Србија",суботица,46.1,19.6641,,Србија,Град Суботица
60,60,11736,"Тернопіль, Тернопільська область, Україна",тернопіль,49.5558,25.5919,,Україна,Тернопіль
61,61,11737,"Тропоње, Централна Србија, Србија",тропоње,44.1621,21.287,,Србија,Општина Свилајнац
62,62,11745,"Централен, Пловдив, България",централен,42.1396,24.7446,,Бългaрия,Пловдив
63,63,11746,"Чачак, Централна Србија, Србија",чачак,43.8888,20.3447,,Србија,Град Чачак
64,64,11768,"Castelló de la Plana, Comunitat Valenciana, España",castello-de-la-plana,40.004,-0.0634,,España,Castelló de la Plana
65,65,11769,"Domat - Ems, Graubünden - Grigioni - Grischun, Schweiz",domat---ems,46.8351,9.4507,,Schweiz/Suisse/Svizzera/Svizra,
66,66,12043,"Lavalette, Occitanie, France",lavalette,43.6377,1.5965,,France,
67,67,9382,"Aiton, Auvergne-Rhône-Alpes, France",aiton,45.5603,6.2548,,France,
68,68,9388,"Alost, Vlaanderen, Belgique",alost,50.9431,4.0386,,België / Belgique / Belgien,
69,69,9393,"Ampolla Perello, Cataluña, , España",ampolla-perello,40.8143,0.7146,,España,
70,70,10345,"Île d'Oléron - Dolus, Nouvelle-Aquitaine, France",ile-doleron---dolus,45.90918,-1.263293,,France,
71,71,10354,"Rouen Métropole, Normandie, France",rouen-metropole,49.342813,1.0352689999999998,,France,
72,72,10728,"Avignon - Vedène, Provence-Alpes-Côte d'Azur, France",avignon---vedene,43.979812,4.889464,,France,
73,73,6783,"Gros Rederching, Grand-Est, France",gros-rederching,49.0677,7.2177,,France,
74,74,4930,"okres Poprad, Prešovský kraj, Slovensko",okres-poprad,49.0589648,20.0799302,,Slovensko,okres Poprad
75,75,11672,"Ахелой, Поморие, България",ахелой,42.6486,27.6478,,Бългaрия,
76,76,11677,"Бяла, Бяла, България",бяла,42.8766,27.8845,,Бългaрия,
77,77,11986,"Bumbești-Jiu, Gorj, România",bumbești-jiu,45.1776245,23.3856157,,România,
78,78,5530,"Antully-les-Baumes, Bourgogne-Franche-Comté, France",antully-les-baumes,46.8942,4.3867,,France,
79,79,5533,"Aouste-sur-Sye, Auvergne-Rhône-Alpes, France",aouste-sur-sye,44.71407,5.05649,,France,
80,80,1309,"Arenys de Mar, Cataluña, España",arenys-de-mar,41.5797031,2.5491562,,España,
81,81,5553,"Argent-sur-Sauldre, Centre-Val de Loire, France",argent-sur-sauldre,47.56119,2.43896,,France,
82,82,1432,"Bristol Emersons Green, England, United Kingdom",bristol-emersons-green,51.4948466,-2.4455998,,United Kingdom,
83,83,5972,"Cadiz, Andalucía, España",cadiz,36.52941,-6.28908,122990.0,España,Cádiz
84,84,6024,"Castellon, Valenciana, España",castellon,39.9861,-0.036000000000000004,,España,Castelló de la Plana
85,85,178,"Cecina, Toscana, Italia",cecina,43.313527,10.527882,,Italia,
86,86,9508,"Chambon-sur-Voueize, Nouvelle-Aquitaine, France",chambon-sur-voueize,46.188,2.427,,France,
87,87,6098,"Chanteloup-les-Vignes, Île-de-France, France",chanteloup-les-vignes,48.9705,2.0276,,France,
88,88,9513,"Charix, Auvergne-Rhône-Alpes, France",charix,46.166940000000004,5.68864,,France,Le Poizat-Lalleyriat
89,89,9516,"Charnay-les-Macon, Bourgogne-Franche-Comté, France",charnay-les-macon,46.3094,4.7851,,France,
90,90,12190,"Gerona, Cataluña, España",gerona,41.9839,2.8485,,España,Girona
91,91,12182,"A Coruña, Galicia, España",a-coruna,43.3528,-8.4097,,España,A Coruña
92,92,12186,"Lerma, Castilla y León, España",lerma,42.024616,-3.764318,,España,
93,93,12192,"Szigetszentmiklós, Közép-Magyarország, Magyarország",szigetszentmiklos,47.3458,19.0409,,Magyarország,
94,94,1324,"Bačka Topola, Vojvodina, Serbia",backa-topola,45.83296845,19.5950311543255,,Србија,Општина Бачка Топола
95,95,1054,"Belluno, Veneto, Italia",belluno,46.1424635,12.2167088,,Italia,
96,96,10214,"Berlin Airport, Brandenburg, Deutschland",berlin-airport,52.3753327,13.5081432513586,,Deutschland,
97,97,1379,"Bileca, Republika Srpska, Bosna i Hercegovina",bileca,42.9089526,18.4249613,,Bosna i Hercegovina / Босна и Херцеговина,
98,98,5877,"Boussu, Wallonie, Belgique",boussu,50.4312,3.7979,,België / Belgique / Belgien,
99,99,1418,"Branksome, EnglandUnited Kingdom",branksome,50.7224115,-1.9272814,,United Kingdom,
100,100,1419,"Braunlage, Niedersachsen, Deutschland",braunlage,51.7264388,10.6100516,,Deutschland,
101,101,1430,"Brierfield, England, United Kingdom",brierfield,53.8785095,-2.17149734581634,,United Kingdom,Pendle
102,102,5930,"Briviesca, Castilla y León, España",briviesca,42.5505,-3.3241,,España,
103,103,9517,"Charôst, Centre-Val de Loire, France",charost,46.9928,2.1201,,France,
104,104,6186,"Chocen, Severovýchod, Česko",chocen,49.9933,16.2228,,Česko,
105,105,6125,"Château-Gontier, Pays-de-la-Loire, France",chateau-gontier,47.83333,-0.7,,France,Château-Gontier-sur-Mayenne
106,106,6260,"Conflans Sainte Honorine, Île-de-France, France",conflans-sainte-honorine,48.9969,2.0984,,France,
107,107,6291,"Cossonay, Vaud, Schweiz",cossonay,46.6139,6.5071,,Schweiz/Suisse/Svizzera/Svizra,
108,108,9610,"Exideuil, Nouvelle-Aquitaine, France",exideuil,45.8863,0.6672,,France,
109,109,9632,"Forte Dei Marmi, Toscana, Italia",forte-dei-marmi,43.9778,10.1994,,Italia,
110,110,6638,"Fresne-Saint-Mamès, Bourgogne-Franche-Comté, France",fresne-saint-mames,47.54547,5.86262,,France,
111,111,12101,"Târgu Jiu, Gorj, România",targu-jiu,45.0314279,23.2689393,,România,Târgu Jiu
112,112,6149,"Chatres Loir Et Cher, Centre-Val de Loire, France",chatres-loir-et-cher,47.26517,1.9045299999999998,,France,
113,113,6784,"Gruesch, Graubünden, Schweiz",gruesch,46.9806,9.6458,,Schweiz/Suisse/Svizzera/Svizra,
114,114,6785,"Gstaad, Bern, Schweiz",gstaad,46.4753,7.2839,,Schweiz/Suisse/Svizzera/Svizra,
115,115,1102,"Hatě, Jihovýchod, Česko",hate,48.755931854248,16.0647144317627,,Česko,
116,116,6824,"Hausach, Baden-Württemberg, Deutschland",hausach,48.2847,8.1814,,Deutschland,
117,117,6831,"Heerenveen, Friesland, Nederland",heerenveen,52.9607,5.9155,,Nederland,
118,118,6838,"Helmond, Noord-Brabant, Nederland",helmond,51.475770000000004,5.66175,,Nederland,Helmond
119,119,1839,"Komotini, Thrace, Greece",komotini,41.11783300000001,25.4041307,,Ελλάς,Κομοτηνή
120,120,6839,"Helsinki, Etelä-Suomi, Suomi",helsinki,60.1709,24.9413,620715.0,Suomi / Finland,Helsinki
121,121,1754,"Highbridge, England, United Kingdom",highbridge,51.1868339,-2.9684211260961004,,United Kingdom,Sedgemoor
122,122,1762,"Horbanivka, Poltava region, Ukraine",horbanivka,49.55692,34.48986,,Україна,
123,123,1107,"Horná Štubňa, Žilinský kraj, Slovensko",horna-stubna,48.830940246582,18.877826690673803,,Slovensko,okres Turčianske Teplice
124,124,1781,"Jagodina, Central Serbia, Serbia",jagodina,43.9794256,21.2607688,,Србија,Град Јагодина
125,125,1784,"Janów, Sląskie, Polska",janow,50.72164,19.4364,,Polska,
126,126,1797,"Jimbolia, Timiș, România",jimbolia,45.7914619,20.718092,,România,
127,127,1792,"Jędrzejów, Swiętokrzyskie, Polska",jedrzejow,50.6394435,20.3046116,,Polska,
128,128,10249,"Kalush, Ivano-Frankivsk, Ukraine",kalush,49.028894,24.3613198,,Україна,
129,129,1820,"Khmelnitsky, Khmelnytsky region, Ukraine",khmelnitsky,49.4196404,26.9793793,,Україна,Хмельницький
130,130,1118,"Kleinhaugsdorf, Niederösterreich, Österreich",kleinhaugsdorf,48.753841400146506,16.0642795562744,,Österreich,Gemeinde Haugsdorf
131,131,1843,"Kopčić, Federacija Bosne i Hercegovine, Bosna i Hercegovina",kopcic,44.1097123,17.4245485,,Bosna i Hercegovina / Босна и Херцеговина,
132,132,1846,"Korswandt, Mecklenburg-Vorpommern, Deutschland",korswandt,53.9185046,14.1625509,,Deutschland,
133,133,1862,"Kraśnik, Lubelskie, Polska",krasnik,50.92492360000001,22.229206,,Polska,
134,134,1557,"Czaplinek, Zachodniopomorskie, Polska",czaplinek,53.5608527,16.2321542,,Polska,
135,135,7313,"Les Marécottes, Valais-Wallis, Schweiz",les-marecottes,46.11181,7.00679,,Schweiz/Suisse/Svizzera/Svizra,
136,136,9708,"Les Quatre Routes, Auvergne-Rhône-Alpes, France",les-quatre-routes,45.3537,2.4635,,France,
137,137,1935,"Ljig, Central Serbia, Serbia",ljig,44.21968035,20.2823015075831,,Србија,Општина Љиг
138,138,2059,"Miliva, Central Serbia, Serbia",miliva,44.1298393,21.4263835,,Србија,Општина Деспотовац
139,139,2063,"Mirfield, England, United Kingdom",mirfield,53.64278035,-1.78061414363913,,United Kingdom,Kirklees
140,140,9570,"Decin, Severozápad, Česko",decin,50.7742,14.2014,,Česko,
141,141,1575,"Dessau-Roßlau, Sachsen-Anhalt, Deutschland",dessau-roslau,51.8596788,12.2432375,,Deutschland,
142,142,6447,"Duivendrecht, Noord-Holland, Nederland",duivendrecht,52.3236,4.9369,,Nederland,
143,143,2170,"Ostrów Mazowiecka, Mazowieckie, Polska",ostrow-mazowiecka,52.8000429,21.897638,,Polska,
144,144,2185,"Pașcani, Iași, România",pașcani,47.2480765,26.7256423,,România,Pașcani
145,145,2194,"Penkridge, England, United Kingdom",penkridge,52.60473255,-2.25914242573156,,United Kingdom,South Staffordshire
146,146,2203,"Petrizzi, Calabria, Italia",petrizzi,38.701383,16.473005,,Italia,
147,147,2287,"Radomyśl Wielki, Podkarpackie, Polska",radomysl-wielki,50.1963674,21.276159600000003,,Polska,
148,148,1191,"Raslavice, Prešovský kraj, Slovensko",raslavice,49.1497459411621,21.3158550262451,,Slovensko,okres Bardejov
149,149,2294,"Ratzeburg, Schleswig-Holstein, Deutschland",ratzeburg,53.7009942,10.7744255,,Deutschland,
150,150,9927,"Renens, Vaud, Schweiz",renens,46.53695,6.57878,,Schweiz/Suisse/Svizzera/Svizra,
151,151,2309,"Resavica, Central Serbia, Serbia",resavica,44.0477153,21.5027259,,Србија,Општина Деспотовац
152,152,2311,"Rewal, Zachodniopomorskie, Polska",rewal,54.0826819,15.021526800000002,,Polska,
153,153,2310,"Reșița, Caraș Severin, România",reșița,45.28901060000001,21.8877676,,România,Reșița
154,154,8291,"Rheinfelden, Aargau, Schweiz",rheinfelden,47.5508,7.7919,,Schweiz/Suisse/Svizzera/Svizra,
155,155,1004,"Rožňava, Košický kraj, Slovensko",roznava,48.6936373,20.5711242110084,,Slovensko,okres Rožňava
156,156,10001,"Saint-Just-le-Martel, Nouvelle-Aquitaine, France",saint-just-le-martel,45.8471,1.3838,,France,
157,157,10019,"Saint-Michel-de-Veisse, Nouvelle-Aquitaine, France",saint-michel-de-veisse,45.94373,2.0474099999999997,,France,
158,158,8727,"Samedan, Graubünden, Schweiz",samedan,46.5336,9.8736,,Schweiz/Suisse/Svizzera/Svizra,
159,159,2363,"Sandomierz, Swiętokrzyskie, Polska",sandomierz,50.6793066,21.7495055,,Polska,
160,160,10056,"Sankt Margrethen, Sankt Gallen, Schweiz",sankt-margrethen,47.4514,9.6349,,Schweiz/Suisse/Svizzera/Svizra,
161,161,2400,"Senftenberg, Brandenburg, Deutschland",senftenberg,51.5191742,14.0046541,,Deutschland,
162,162,1211,"Sečovce, Košický kraj, Slovensko",secovce,48.70019149780271,21.6548805236816,,Slovensko,okres Trebišov
163,163,2423,"Skegness, England, United Kingdom",skegness,53.2680103,0.0127758230434089,,United Kingdom,East Lindsey
164,164,2424,"Skipton, England, United Kingdom",skipton,53.9618497,-2.0160286,,United Kingdom,Craven
165,165,1215,"Sliač kúpele, Banskobystrický kraj, Slovensko",sliac-kupele,48.61437606811521,19.149728775024396,,Slovensko,okres Zvolen
166,166,2438,"Snesere Overdrev, Region Sjælland, Danmark",snesere-overdrev,55.1714549,11.9646853,,Danmark,
167,167,1216,"Snina, Prešovský kraj, Slovensko",snina,48.9866600036621,22.149793624877898,,Slovensko,okres Snina
168,168,10298,"Snyatyn, région d'Ivano-Frankivsk, Ukraine",snyatyn,48.4515891,25.5577381566295,,Україна,
169,169,2455,"Sovata, Mureș, România",sovata,46.59716829999999,25.07328,,România,
170,170,2446,"Sošići, Istarska županija, Hrvatska",sosici,45.1149546,13.7508934,,Hrvatska,
171,171,2457,"Spalding, England, United Kingdom",spalding,52.81271949999999,-0.0012627472576260698,,United Kingdom,South Holland
172,172,1218,"Spišská Belá, Prešovský kraj, Slovensko",spisska-bela,49.18696594238279,20.454761505127,,Slovensko,okres Kežmarok
173,173,2493,"St. Margrethen, Sankt Gallen, Schweiz",st.-margrethen,47.4510277,9.6410249,,Schweiz/Suisse/Svizzera/Svizra,
174,174,2507,"Struga, Southwestern, Macedonia",struga,41.177205,20.6832435,,Северна Македонија,
175,175,2523,"Swindon Freshbrook, England, United Kingdom",swindon-freshbrook,51.5305448,-1.8426255,,United Kingdom,
176,176,10305,"Tarragone, Cataluña, España",tarragone,40.99847575,0.849298501814934,,España,Vandellòs i l'Hospitalet de l'Infant
177,177,9094,"Varennes-sur-Fouzon, Centre-Val de Loire, France",varennes-sur-fouzon,47.2144,1.6143,,France,Val-Fouzon
178,178,2629,"Vatra Dornei, Suceava, România",vatra-dornei,47.3471814,25.3556149,,România,
179,179,2660,"Vrbas, Vojvodina, Serbia",vrbas,45.52421505,19.606241512380397,,Србија,Општина Врбас
180,180,1791,"Jazvine, Federacija Bosne i Hercegovine, Bosna i Hercegovina",jazvine,44.1116961,17.872569100000003,,Bosna i Hercegovina / Босна и Херцеговина,
181,181,2724,"Wrattlesbourough Heath, England, United Kingdom",wrattlesbourough-heath,52.69836579999999,-2.9556681,,United Kingdom,
182,182,2725,"Wrexham, Wales, United Kingdom",wrexham,53.0465068,-2.9938136,,United Kingdom,
183,183,2734,"Xanthi, Thrace, Greece",xanthi,41.1380289,24.8862688,,Ελλάς,Ξάνθη
184,184,1621,"Edineț, raionul Edineț, Moldova",edineț,48.1684275,27.2984813,,Moldova,Edineț
185,185,2735,"Yeovil, England, United Kingdom",yeovil,50.9843053,-2.7761560798008103,,United Kingdom,South Somerset
186,186,241,"Dresden, Sachsen, Deutschland",dresden,51.0504088,13.7372621,543825.0,Deutschland,Dresden
187,187,2759,"Zhitomir, Zhytomyr, Ukraine",zhitomir,50.2598298,28.6692345,,Україна,Житомир
188,188,1620,"Edinburgh, Scotland, United Kingdom",edinburgh,55.9554575,-3.1989994,,United Kingdom,City of Edinburgh
189,189,1622,"Elberfeld, Nordrhein-Westfalen, Deutschland",elberfeld,51.2573333,7.1458183,,Deutschland,Wuppertal
190,190,12120,"Biriatou, Nouvelle-Aquitaine, France",biriatou,43.340902,-1.749696,,France,
191,191,12122,"Camphin en Pévèle, Wallonie, Belgique",camphin-en-pevele,50.604136,3.274751,,France,
192,192,1602,"Dubrave, Republika Srpska, Bosna i Hercegovina",dubrave,45.0963203,17.290695499999998,,Bosna i Hercegovina / Босна и Херцеговина,
193,193,6506,"Ervy-le-Châtel, Grand-Est, France",ervy-le-chatel,48.04083,3.91111,,France,
194,194,6538,"Eupen, Wallonie, Belgique",eupen,50.6352,6.0371,,België / Belgique / Belgien,
195,195,1628,"Eutin, Schleswig-Holstein, Deutschland",eutin,54.1364642,10.6159077,,Deutschland,
196,196,12123,"Camphin-en-Pévèle, Hauts-de-France, France",camphin-en-pevele-france,50.603836,3.274315,,France,
197,197,12126,"Dudelange, Canton Esch-sur-Alzette, Luxembourg",dudelange,49.472587,6.121503,,Lëtzebuerg,
198,198,12129,"Gaillard, Auvergne-Rhône-Alpes, France",gaillard,46.188319,6.203233999999999,,Schweiz/Suisse/Svizzera/Svizra,
199,199,12130,"Gaillard, Genève, Schweiz",gaillard-schweiz,46.188466,6.201751,,Schweiz/Suisse/Svizzera/Svizra,
200,200,12132,"Ghyvelde, Vlaanderen, Belgique",ghyvelde,51.057142,2.56256,,België / Belgique / Belgien,
201,201,12133,"Hazeldonk, Noord-Brabant, Nederland",hazeldonk,51.486014,4.735225,,Nederland,Breda
202,202,12138,"Le Perthus, Occitanie, France",le-perthus,42.473297,2.860994,,France,
203,203,12141,"Menen, Vlaanderen, Belgique",menen,50.765849,3.173354,,België / Belgique / Belgien,
204,204,12145,"Narbonne_-_Tous_les_arr_ts, Occitanie, France",narbonne_-_tous_les_arr_ts,43.18823,3.004601,,France,
205,205,12149,"Ottmarsheim, Grand-Est, France",ottmarsheim,47.775681,7.52958,,Deutschland,
206,206,12150,"Palavas-les-Flots, Occitanie, France",palavas-les-flots,43.529095,3.934395,,France,
207,207,11860,"Alicante - Alacant, Comunitat Valenciana, España",alicante---alacant,38.3537,-0.4902,,España,Alacant / Alicante
208,208,1939,"Llanarmon, Wales, United Kingdom",llanarmon,52.92768710000001,-4.347011599999999,,United Kingdom,
209,209,7406,"Locarno, Ticino, Schweiz",locarno,46.1722,8.8011,,Schweiz/Suisse/Svizzera/Svizra,
210,210,1949,"Loddin, Mecklenburg-Vorpommern, Deutschland",loddin,54.0230235,14.0068261,,Deutschland,
211,211,1998,"Lučina, Federacija Bosne i Hercegovine, Bosna i Hercegovina",lucina,44.3469015,17.2927158,,Bosna i Hercegovina / Босна и Херцеговина,
212,212,9834,"Niedermodern, Grand-Est, France",niedermodern,48.8465,7.627999999999999,,France,
213,213,2085,"Municipiul Satu-Mare, Satu Mare, România",municipiul-satu-mare,47.7945819,22.8797292,,România,Satu Mare
214,214,2105,"Newcastle-under-Lyme, England, United Kingdom",newcastle-under-lyme,53.00882560000001,-2.2332497000000004,,United Kingdom,
215,215,582,"Niebuell, Schleswig-Holstein, Deutschland",niebuell,54.78742629999999,8.830842599999997,,Deutschland,
216,216,2118,"Nis, Central Serbia, Serbia",nis,43.321504,21.8957301,,Србија,Ниш
217,217,7906,"Nivelles, Wallonie, Belgique",nivelles,50.6005,4.3347,,België / Belgique / Belgien,
218,218,2131,"Nova Varos, Central Serbia, Serbia",nova-varos,43.4597045,19.8154494,,Србија,Општина Нова Варош
219,219,646,"Pinggau, Steiermark, Österreich",pinggau,47.4455644,16.0664641,,Österreich,
220,220,11115,"Bayonne/Bayona/Baiona, Nouvelle-Aquitaine, France",bayonne/bayona/baiona,43.4844,-1.4719,,France,
221,221,4882,"Lohsa, Sachsen, Deutschland",lohsa,51.366667,14.305556,,Deutschland,
222,222,10212,"Benicasim/Benicàssim, Comunitat Valenciana, España",benicasim/benicassim,40.0508325,0.0401311715475231,,España,
223,223,11818,"Lyon - Villeurbanne INSA, Auvergne-Rhône-Alpes, France",lyon---villeurbanne-insa,45.782432,4.8778169999999985,,France,Villeurbanne
224,224,7763,"Montgaillard, Occitanie, France",montgaillard,43.12365,0.10925,,France,
225,225,7764,"Montgenevre Gare Routiere, Provence-Alpes-Côte d'Azur, France",montgenevre-gare-routiere,44.9302,6.7207,,France,
226,226,7765,"Montgiscard D6113, Occitanie, France",montgiscard-d6113,43.4581,1.5738,,France,
227,227,7767,"Montieramey Eglise, Grand-Est, France",montieramey-eglise,48.2305,4.3047,,France,
228,228,5470,"Alicante Termino, Comunitat Valenciana, España",alicante-termino,38.34471,-0.49462,,España,Alacant / Alicante
229,229,10316,"Bâle Aéroport, Grand-Est, France",bale-aeroport,47.602381,7.531058,,France,
230,230,12074,"Petroșani, Hunedoara, România",petroșani,45.4088946,23.3754021,,România,Petroșani
231,231,12079,"Rochefort, Wallonie, Belgique",rochefort-belgië - belgique - belgien,50.1605,5.2664,,België / Belgique / Belgien,
232,232,10735,"Barcelone - Gare Sants, CAT, España",barcelone---gare-sants,41.37924861,2.138541924,,España,Barcelona
233,233,12081,"Roșiorii de Vede, Teleorman, România",roșiorii-de-vede,44.1085569,24.9949784,,România,
234,234,12082,"Rovinari, Gorj, România",rovinari,44.9000027,23.1543463,,România,
235,235,10054,"San Giovanni di Fassa, Lazio, Italia",san-giovanni-di-fassa,41.7683191,12.5068597,,Italia,Roma
236,236,12088,"Sant'Antonio Mavignola, Trentino-Alto Adige, Italia",santantonio-mavignola,46.1876031,10.78561,,Italia,
237,237,8079,"Pierreville, Grand-Est, France",pierreville,48.5486,6.1242,,France,
238,238,4774,"Bezannes, Grand-Est, France",bezannes,49.214754,3.994568,,France,
239,239,7770,"Montigny-les-Monts Mairie, Grand-Est, France",montigny-les-monts-mairie,48.10335,3.94611,,France,
240,240,7771,"Montigny-sur-Chiers, Grand-Est, France",montigny-sur-chiers,49.479440000000004,5.66951,,France,
241,241,12094,"Slatina, Olt, România",slatina-românia,44.43016770000001,24.3716904,,România,Slatina
242,242,12103,"Tossiat, Auvergne-Rhône-Alpes, France",tossiat,46.1327,5.2876,,France,
243,243,10328,"Jávea/Xàbia, Comunitat Valenciana, España",javea/xabia,38.76729835,0.163522441728243,,España,
244,244,12113,"Дніпро, Дніпропетровська область, Україна",дніпро,48.468,35.0418,,Україна,Дніпро
245,245,12114,"Кам’янське, Дніпропетровська область, Україна",кам’янське,48.4997,34.6206,,Україна,Кам’янське
246,246,1702,"Grad Zagreb, Grad Zagreb, Hrvatska",grad-zagreb,45.87423735,16.152517097432803,,Hrvatska,
